Journal_Name,year,e_issn,policy,policy_year,Field,All_Fields,JCR_Abbrev,sum_bar,sum_inf,sum_eligible,n_bar_or_informative,sum_only_bar,sum_only_inf,sum_bar_and_inf,n_articles,p_bar,p_informative,p_eligible,p_only_bar,p_only_inf,p_bar_and_inf
Clinical Epigenetics,2021,1868-7083,0,,Genetics & Heredity,Genetics & Heredity; Oncology,CLIN EPIGENETICS,50,106,123,123,17,73,33,183,0.4065040650406504,0.8617886178861789,0.6721311475409836,0.1382113821138211,0.5934959349593496,0.2682926829268293
Clinical Epigenetics,2022,1868-7083,0,,Genetics & Heredity,Genetics & Heredity; Oncology,CLIN EPIGENETICS,45,101,108,108,7,63,38,168,0.4166666666666667,0.9351851851851852,0.6428571428571429,0.0648148148148148,0.5833333333333334,0.3518518518518518
Clinical Epigenetics,2023,1868-7083,0,,Genetics & Heredity,Genetics & Heredity; Oncology,CLIN EPIGENETICS,54,104,121,121,17,67,37,166,0.4462809917355372,0.859504132231405,0.7289156626506024,0.140495867768595,0.5537190082644629,0.3057851239669421
Clinical Epigenetics,2024,1868-7083,0,,Genetics & Heredity,Genetics & Heredity; Oncology,CLIN EPIGENETICS,35,90,98,98,8,63,27,145,0.3571428571428571,0.9183673469387756,0.6758620689655173,0.0816326530612244,0.6428571428571429,0.2755102040816326
Clinical Epigenetics,2025,1868-7083,0,,Genetics & Heredity,Genetics & Heredity; Oncology,CLIN EPIGENETICS,53,111,124,124,13,71,40,191,0.4274193548387097,0.8951612903225806,0.6492146596858639,0.1048387096774193,0.5725806451612904,0.3225806451612903
Clinical Physiology and Functional Imaging,2010,1475-097X,0,,Physiology,Physiology,CLIN PHYSIOL FUNCT I,13,11,22,22,11,9,2,64,0.5909090909090909,0.5,0.34375,0.5,0.4090909090909091,0.0909090909090909
Clinical Physiology and Functional Imaging,2011,1475-097X,0,,Physiology,Physiology,CLIN PHYSIOL FUNCT I,15,11,25,25,14,10,1,67,0.6,0.44,0.373134328358209,0.56,0.4,0.04
Clinical Physiology and Functional Imaging,2012,1475-097X,0,,Physiology,Physiology,CLIN PHYSIOL FUNCT I,13,2,15,15,13,2,0,66,0.8666666666666667,0.1333333333333333,0.2272727272727272,0.8666666666666667,0.1333333333333333,0.0
Clinical Physiology and Functional Imaging,2013,1475-097X,0,,Physiology,Physiology,CLIN PHYSIOL FUNCT I,19,5,24,24,19,5,0,58,0.7916666666666666,0.2083333333333333,0.4137931034482758,0.7916666666666666,0.2083333333333333,0.0
Clinical Physiology and Functional Imaging,2014,1475-097X,0,,Physiology,Physiology,CLIN PHYSIOL FUNCT I,17,5,21,21,16,4,1,53,0.8095238095238095,0.238095238095238,0.3962264150943396,0.7619047619047619,0.1904761904761904,0.0476190476190476
Clinical Physiology and Functional Imaging,2015,1475-097X,0,,Physiology,Physiology,CLIN PHYSIOL FUNCT I,21,9,29,29,20,8,1,58,0.7241379310344828,0.3103448275862069,0.5,0.6896551724137931,0.2758620689655172,0.0344827586206896
Clinical Physiology and Functional Imaging,2016,1475-097X,0,,Physiology,Physiology,CLIN PHYSIOL FUNCT I,16,11,24,24,13,8,3,61,0.6666666666666666,0.4583333333333333,0.3934426229508196,0.5416666666666666,0.3333333333333333,0.125
Clinical Physiology and Functional Imaging,2017,1475-097X,0,,Physiology,Physiology,CLIN PHYSIOL FUNCT I,24,14,38,38,24,14,0,97,0.631578947368421,0.3684210526315789,0.3917525773195876,0.631578947368421,0.3684210526315789,0.0
Clinical Physiology and Functional Imaging,2018,1475-097X,0,,Physiology,Physiology,CLIN PHYSIOL FUNCT I,28,17,39,39,22,11,6,116,0.717948717948718,0.4358974358974359,0.3362068965517241,0.5641025641025641,0.282051282051282,0.1538461538461538
Clinical Physiology and Functional Imaging,2019,1475-097X,0,,Physiology,Physiology,CLIN PHYSIOL FUNCT I,6,10,15,15,5,9,1,43,0.4,0.6666666666666666,0.3488372093023256,0.3333333333333333,0.6,0.0666666666666666
Clinical Physiology and Functional Imaging,2020,1475-097X,0,,Physiology,Physiology,CLIN PHYSIOL FUNCT I,6,5,10,10,5,4,1,40,0.6,0.5,0.25,0.5,0.4,0.1
Clinical Physiology and Functional Imaging,2021,1475-097X,0,,Physiology,Physiology,CLIN PHYSIOL FUNCT I,6,11,17,17,6,11,0,50,0.3529411764705882,0.6470588235294118,0.34,0.3529411764705882,0.6470588235294118,0.0
Clinical Physiology and Functional Imaging,2022,1475-097X,0,,Physiology,Physiology,CLIN PHYSIOL FUNCT I,4,11,15,15,4,11,0,44,0.2666666666666666,0.7333333333333333,0.3409090909090909,0.2666666666666666,0.7333333333333333,0.0
Clinical Physiology and Functional Imaging,2023,1475-097X,0,,Physiology,Physiology,CLIN PHYSIOL FUNCT I,6,8,13,13,5,7,1,47,0.4615384615384615,0.6153846153846154,0.2765957446808511,0.3846153846153846,0.5384615384615384,0.0769230769230769
Clinical Physiology and Functional Imaging,2024,1475-097X,0,,Physiology,Physiology,CLIN PHYSIOL FUNCT I,4,13,15,15,2,11,2,42,0.2666666666666666,0.8666666666666667,0.3571428571428571,0.1333333333333333,0.7333333333333333,0.1333333333333333
Clinical Physiology and Functional Imaging,2025,1475-097X,0,,Physiology,Physiology,CLIN PHYSIOL FUNCT I,7,13,18,18,5,11,2,57,0.3888888888888889,0.7222222222222222,0.3157894736842105,0.2777777777777778,0.6111111111111112,0.1111111111111111
Clinical Research in Cardiology,2010,1861-0692,0,,Cardiac & Cardiovascular Systems,Cardiac & Cardiovascular Systems,CLIN RES CARDIOL,20,11,30,30,19,10,1,67,0.6666666666666666,0.3666666666666666,0.4477611940298507,0.6333333333333333,0.3333333333333333,0.0333333333333333
Clinical Research in Cardiology,2011,1861-0692,0,,Cardiac & Cardiovascular Systems,Cardiac & Cardiovascular Systems,CLIN RES CARDIOL,27,24,47,47,23,20,4,90,0.574468085106383,0.5106382978723404,0.5222222222222223,0.4893617021276595,0.425531914893617,0.0851063829787234
Clinical Research in Cardiology,2012,1861-0692,0,,Cardiac & Cardiovascular Systems,Cardiac & Cardiovascular Systems,CLIN RES CARDIOL,18,25,43,43,18,25,0,96,0.4186046511627907,0.5813953488372093,0.4479166666666667,0.4186046511627907,0.5813953488372093,0.0
Clinical Research in Cardiology,2013,1861-0692,0,,Cardiac & Cardiovascular Systems,Cardiac & Cardiovascular Systems,CLIN RES CARDIOL,16,13,27,27,14,11,2,79,0.5925925925925926,0.4814814814814814,0.3417721518987341,0.5185185185185185,0.4074074074074074,0.074074074074074
Clinical Research in Cardiology,2014,1861-0692,0,,Cardiac & Cardiovascular Systems,Cardiac & Cardiovascular Systems,CLIN RES CARDIOL,16,18,29,29,11,13,5,71,0.5517241379310345,0.6206896551724138,0.4084507042253521,0.3793103448275862,0.4482758620689655,0.1724137931034483
Clinical Research in Cardiology,2015,1861-0692,0,,Cardiac & Cardiovascular Systems,Cardiac & Cardiovascular Systems,CLIN RES CARDIOL,23,23,40,40,17,17,6,89,0.575,0.575,0.449438202247191,0.425,0.425,0.15
Clinical Research in Cardiology,2016,1861-0692,0,,Cardiac & Cardiovascular Systems,Cardiac & Cardiovascular Systems,CLIN RES CARDIOL,15,17,29,29,12,14,3,89,0.5172413793103449,0.5862068965517241,0.3258426966292135,0.4137931034482758,0.4827586206896552,0.1034482758620689
Clinical Research in Cardiology,2017,1861-0692,0,,Cardiac & Cardiovascular Systems,Cardiac & Cardiovascular Systems,CLIN RES CARDIOL,12,21,31,31,10,19,2,87,0.3870967741935484,0.6774193548387096,0.3563218390804598,0.3225806451612903,0.6129032258064516,0.064516129032258
Clinical Research in Cardiology,2018,1861-0692,0,,Cardiac & Cardiovascular Systems,Cardiac & Cardiovascular Systems,CLIN RES CARDIOL,13,22,33,33,11,20,2,98,0.3939393939393939,0.6666666666666666,0.336734693877551,0.3333333333333333,0.6060606060606061,0.0606060606060606
Clinical Research in Cardiology,2019,1861-0692,0,,Cardiac & Cardiovascular Systems,Cardiac & Cardiovascular Systems,CLIN RES CARDIOL,16,23,35,35,12,19,4,112,0.4571428571428571,0.6571428571428571,0.3125,0.3428571428571428,0.5428571428571428,0.1142857142857142
Clinical Research in Cardiology,2020,1861-0692,0,,Cardiac & Cardiovascular Systems,Cardiac & Cardiovascular Systems,CLIN RES CARDIOL,23,24,41,41,17,18,6,131,0.5609756097560976,0.5853658536585366,0.3129770992366412,0.4146341463414634,0.4390243902439024,0.1463414634146341
Clinical Research in Cardiology,2021,1861-0692,0,,Cardiac & Cardiovascular Systems,Cardiac & Cardiovascular Systems,CLIN RES CARDIOL,21,33,49,49,16,28,5,144,0.4285714285714285,0.673469387755102,0.3402777777777778,0.3265306122448979,0.5714285714285714,0.1020408163265306
Clinical Research in Cardiology,2022,1861-0692,0,,Cardiac & Cardiovascular Systems,Cardiac & Cardiovascular Systems,CLIN RES CARDIOL,15,35,44,44,9,29,6,103,0.3409090909090909,0.7954545454545454,0.4271844660194174,0.2045454545454545,0.6590909090909091,0.1363636363636363
Clinical Research in Cardiology,2023,1861-0692,0,,Cardiac & Cardiovascular Systems,Cardiac & Cardiovascular Systems,CLIN RES CARDIOL,12,43,49,49,6,37,6,131,0.2448979591836734,0.8775510204081632,0.3740458015267175,0.1224489795918367,0.7551020408163265,0.1224489795918367
Clinical Research in Cardiology,2024,1861-0692,0,,Cardiac & Cardiovascular Systems,Cardiac & Cardiovascular Systems,CLIN RES CARDIOL,12,28,39,39,11,27,1,153,0.3076923076923077,0.717948717948718,0.2549019607843137,0.282051282051282,0.6923076923076923,0.0256410256410256
Clinical Research in Cardiology,2025,1861-0692,0,,Cardiac & Cardiovascular Systems,Cardiac & Cardiovascular Systems,CLIN RES CARDIOL,38,64,97,97,33,59,5,257,0.3917525773195876,0.6597938144329897,0.377431906614786,0.3402061855670103,0.6082474226804123,0.0515463917525773
Clinical and Experimental Pharmacology and Physiology,2010,1440-1681,0,,Physiology,Pharmacology & Pharmacy; Physiology,CLIN EXP PHARMACOL P,108,7,112,112,105,4,3,148,0.9642857142857144,0.0625,0.7567567567567568,0.9375,0.0357142857142857,0.0267857142857142
Clinical and Experimental Pharmacology and Physiology,2011,1440-1681,0,,Physiology,Pharmacology & Pharmacy; Physiology,CLIN EXP PHARMACOL P,73,2,73,73,71,0,2,89,1.0,0.0273972602739726,0.8202247191011236,0.9726027397260274,0.0,0.0273972602739726
Clinical and Experimental Pharmacology and Physiology,2012,1440-1681,0,,Physiology,Pharmacology & Pharmacy; Physiology,CLIN EXP PHARMACOL P,64,5,66,66,61,2,3,79,0.9696969696969696,0.0757575757575757,0.8354430379746836,0.9242424242424242,0.0303030303030303,0.0454545454545454
Clinical and Experimental Pharmacology and Physiology,2013,1440-1681,0,,Physiology,Pharmacology & Pharmacy; Physiology,CLIN EXP PHARMACOL P,45,13,52,52,39,7,6,64,0.8653846153846154,0.25,0.8125,0.75,0.1346153846153846,0.1153846153846153
Clinical and Experimental Pharmacology and Physiology,2014,1440-1681,0,,Physiology,Pharmacology & Pharmacy; Physiology,CLIN EXP PHARMACOL P,79,9,84,84,75,5,4,109,0.9404761904761904,0.1071428571428571,0.7706422018348624,0.8928571428571429,0.0595238095238095,0.0476190476190476
Clinical and Experimental Pharmacology and Physiology,2015,1440-1681,0,,Physiology,Pharmacology & Pharmacy; Physiology,CLIN EXP PHARMACOL P,103,20,112,112,92,9,11,137,0.9196428571428572,0.1785714285714285,0.8175182481751825,0.8214285714285714,0.0803571428571428,0.0982142857142857
Clinical and Experimental Pharmacology and Physiology,2016,1440-1681,0,,Physiology,Pharmacology & Pharmacy; Physiology,CLIN EXP PHARMACOL P,93,33,103,103,70,10,23,116,0.9029126213592232,0.3203883495145631,0.8879310344827587,0.6796116504854369,0.0970873786407767,0.2233009708737864
Clinical and Experimental Pharmacology and Physiology,2017,1440-1681,0,,Physiology,Pharmacology & Pharmacy; Physiology,CLIN EXP PHARMACOL P,101,35,111,111,76,10,25,123,0.90990990990991,0.3153153153153153,0.902439024390244,0.6846846846846847,0.09009009009009,0.2252252252252252
Clinical and Experimental Pharmacology and Physiology,2018,1440-1681,0,,Physiology,Pharmacology & Pharmacy; Physiology,CLIN EXP PHARMACOL P,98,24,104,104,80,6,18,119,0.9423076923076924,0.2307692307692307,0.8739495798319328,0.7692307692307693,0.0576923076923076,0.173076923076923
Clinical and Experimental Pharmacology and Physiology,2019,1440-1681,0,,Physiology,Pharmacology & Pharmacy; Physiology,CLIN EXP PHARMACOL P,88,27,94,94,67,6,21,103,0.9361702127659576,0.2872340425531915,0.912621359223301,0.7127659574468085,0.0638297872340425,0.2234042553191489
Clinical and Experimental Pharmacology and Physiology,2020,1440-1681,0,,Physiology,Pharmacology & Pharmacy; Physiology,CLIN EXP PHARMACOL P,147,55,158,158,103,11,44,171,0.930379746835443,0.3481012658227848,0.9239766081871345,0.6518987341772152,0.0696202531645569,0.2784810126582278
Clinical and Experimental Pharmacology and Physiology,2021,1440-1681,0,,Physiology,Pharmacology & Pharmacy; Physiology,CLIN EXP PHARMACOL P,103,43,121,121,78,18,25,141,0.8512396694214877,0.3553719008264462,0.8581560283687943,0.6446280991735537,0.1487603305785124,0.2066115702479339
Clinical and Experimental Pharmacology and Physiology,2022,1440-1681,0,,Physiology,Pharmacology & Pharmacy; Physiology,CLIN EXP PHARMACOL P,85,44,97,97,53,12,32,105,0.8762886597938144,0.4536082474226804,0.923809523809524,0.5463917525773195,0.1237113402061855,0.3298969072164948
Clinical and Experimental Pharmacology and Physiology,2023,1440-1681,0,,Physiology,Pharmacology & Pharmacy; Physiology,CLIN EXP PHARMACOL P,62,34,71,71,37,9,25,81,0.8732394366197183,0.4788732394366197,0.8765432098765432,0.5211267605633803,0.1267605633802817,0.352112676056338
Clinical and Experimental Pharmacology and Physiology,2024,1440-1681,0,,Physiology,Pharmacology & Pharmacy; Physiology,CLIN EXP PHARMACOL P,44,37,64,64,27,20,17,71,0.6875,0.578125,0.9014084507042254,0.421875,0.3125,0.265625
Clinical and Experimental Pharmacology and Physiology,2025,1440-1681,0,,Physiology,Pharmacology & Pharmacy; Physiology,CLIN EXP PHARMACOL P,44,31,58,58,27,14,17,72,0.7586206896551724,0.5344827586206896,0.8055555555555556,0.4655172413793103,0.2413793103448276,0.293103448275862
Clinical and Translational Medicine,2012,2001-1326,0,,Oncology,"Medicine, Research & Experimental; Oncology",CLIN TRANSL MED,0,5,5,5,0,5,0,20,0.0,1.0,0.25,0.0,1.0,0.0
Clinical and Translational Medicine,2013,2001-1326,0,,Oncology,"Medicine, Research & Experimental; Oncology",CLIN TRANSL MED,1,2,2,2,0,1,1,14,0.5,1.0,0.1428571428571428,0.0,0.5,0.5
Clinical and Translational Medicine,2014,2001-1326,0,,Oncology,"Medicine, Research & Experimental; Oncology",CLIN TRANSL MED,8,5,10,10,5,2,3,23,0.8,0.5,0.4347826086956521,0.5,0.2,0.3
Clinical and Translational Medicine,2015,2001-1326,0,,Oncology,"Medicine, Research & Experimental; Oncology",CLIN TRANSL MED,6,6,10,10,4,4,2,32,0.6,0.6,0.3125,0.4,0.4,0.2
Clinical and Translational Medicine,2016,2001-1326,0,,Oncology,"Medicine, Research & Experimental; Oncology",CLIN TRANSL MED,7,10,10,10,0,3,7,26,0.7,1.0,0.3846153846153846,0.0,0.3,0.7
Clinical and Translational Medicine,2017,2001-1326,0,,Oncology,"Medicine, Research & Experimental; Oncology",CLIN TRANSL MED,6,3,8,8,5,2,1,15,0.75,0.375,0.5333333333333333,0.625,0.25,0.125
Clinical and Translational Medicine,2018,2001-1326,0,,Oncology,"Medicine, Research & Experimental; Oncology",CLIN TRANSL MED,5,7,9,9,2,4,3,17,0.5555555555555556,0.7777777777777778,0.5294117647058824,0.2222222222222222,0.4444444444444444,0.3333333333333333
Clinical and Translational Medicine,2019,2001-1326,0,,Oncology,"Medicine, Research & Experimental; Oncology",CLIN TRANSL MED,2,5,5,5,0,3,2,14,0.4,1.0,0.3571428571428571,0.0,0.6,0.4
Clinical and Translational Medicine,2020,2001-1326,0,,Oncology,"Medicine, Research & Experimental; Oncology",CLIN TRANSL MED,58,63,82,82,19,24,39,113,0.7073170731707317,0.7682926829268293,0.7256637168141593,0.2317073170731707,0.2926829268292683,0.4756097560975609
Clinical and Translational Medicine,2021,2001-1326,0,,Oncology,"Medicine, Research & Experimental; Oncology",CLIN TRANSL MED,114,131,145,145,14,31,100,149,0.7862068965517242,0.903448275862069,0.9731543624161074,0.096551724137931,0.2137931034482758,0.6896551724137931
Clinical and Translational Medicine,2022,2001-1326,0,,Oncology,"Medicine, Research & Experimental; Oncology",CLIN TRANSL MED,129,167,184,184,17,55,112,193,0.7010869565217391,0.907608695652174,0.9533678756476685,0.092391304347826,0.2989130434782608,0.6086956521739131
Clinical and Translational Medicine,2023,2001-1326,0,,Oncology,"Medicine, Research & Experimental; Oncology",CLIN TRANSL MED,99,142,150,150,8,51,91,157,0.66,0.9466666666666668,0.9554140127388536,0.0533333333333333,0.34,0.6066666666666667
Clinical and Translational Medicine,2024,2001-1326,0,,Oncology,"Medicine, Research & Experimental; Oncology",CLIN TRANSL MED,84,144,151,151,7,67,77,157,0.5562913907284768,0.9536423841059604,0.961783439490446,0.0463576158940397,0.4437086092715231,0.5099337748344371
Clinical and Translational Medicine,2025,2001-1326,0,,Oncology,"Medicine, Research & Experimental; Oncology",CLIN TRANSL MED,100,181,189,189,8,89,92,192,0.5291005291005291,0.9576719576719576,0.984375,0.0423280423280423,0.4708994708994709,0.4867724867724867
Clinical infectious Diseases,2010,1537-6591,0,,Immunology,Immunology; Infectious Diseases; Microbiology,CLIN INFECT DIS,32,51,74,74,23,42,9,262,0.4324324324324324,0.6891891891891891,0.2824427480916031,0.3108108108108108,0.5675675675675675,0.1216216216216216
Clinical infectious Diseases,2011,1537-6591,0,,Immunology,Immunology; Infectious Diseases; Microbiology,CLIN INFECT DIS,41,56,89,89,33,48,8,275,0.4606741573033708,0.6292134831460674,0.3236363636363636,0.3707865168539326,0.5393258426966292,0.0898876404494382
Clinical infectious Diseases,2012,1537-6591,0,,Immunology,Immunology; Infectious Diseases; Microbiology,CLIN INFECT DIS,38,64,97,97,33,59,5,384,0.3917525773195876,0.6597938144329897,0.2526041666666667,0.3402061855670103,0.6082474226804123,0.0515463917525773
Clinical infectious Diseases,2013,1537-6591,0,,Immunology,Immunology; Infectious Diseases; Microbiology,CLIN INFECT DIS,25,54,73,73,19,48,6,320,0.3424657534246575,0.7397260273972602,0.228125,0.2602739726027397,0.6575342465753424,0.0821917808219178
Clinical infectious Diseases,2014,1537-6591,0,,Immunology,Immunology; Infectious Diseases; Microbiology,CLIN INFECT DIS,29,45,71,71,26,42,3,338,0.4084507042253521,0.6338028169014085,0.2100591715976331,0.3661971830985915,0.5915492957746479,0.0422535211267605
Clinical infectious Diseases,2015,1537-6591,0,,Immunology,Immunology; Infectious Diseases; Microbiology,CLIN INFECT DIS,39,83,114,114,31,75,8,409,0.3421052631578947,0.7280701754385965,0.2787286063569682,0.2719298245614035,0.6578947368421053,0.0701754385964912
Clinical infectious Diseases,2016,1537-6591,0,,Immunology,Immunology; Infectious Diseases; Microbiology,CLIN INFECT DIS,34,71,98,98,27,64,7,375,0.3469387755102041,0.7244897959183674,0.2613333333333333,0.2755102040816326,0.6530612244897959,0.0714285714285714
Clinical infectious Diseases,2017,1537-6591,0,,Immunology,Immunology; Infectious Diseases; Microbiology,CLIN INFECT DIS,52,101,135,135,34,83,18,443,0.3851851851851852,0.7481481481481481,0.3047404063205418,0.2518518518518518,0.6148148148148148,0.1333333333333333
Clinical infectious Diseases,2018,1537-6591,0,,Immunology,Immunology; Infectious Diseases; Microbiology,CLIN INFECT DIS,55,117,153,153,36,98,19,475,0.3594771241830065,0.7647058823529411,0.3221052631578947,0.2352941176470588,0.6405228758169934,0.1241830065359477
Clinical infectious Diseases,2019,1537-6591,0,,Immunology,Immunology; Infectious Diseases; Microbiology,CLIN INFECT DIS,48,109,146,146,37,98,11,522,0.3287671232876712,0.7465753424657534,0.2796934865900383,0.2534246575342466,0.6712328767123288,0.0753424657534246
Clinical infectious Diseases,2020,1537-6591,0,,Immunology,Immunology; Infectious Diseases; Microbiology,CLIN INFECT DIS,71,163,214,214,51,143,20,773,0.3317757009345794,0.7616822429906542,0.276843467011643,0.2383177570093458,0.6682242990654206,0.0934579439252336
Clinical infectious Diseases,2021,1537-6591,0,,Immunology,Immunology; Infectious Diseases; Microbiology,CLIN INFECT DIS,91,313,375,375,62,284,29,1154,0.2426666666666666,0.8346666666666667,0.3249566724436741,0.1653333333333333,0.7573333333333333,0.0773333333333333
Clinical infectious Diseases,2022,1537-6591,0,,Immunology,Immunology; Infectious Diseases; Microbiology,CLIN INFECT DIS,50,180,209,209,29,159,21,602,0.2392344497607655,0.861244019138756,0.3471760797342192,0.138755980861244,0.7607655502392344,0.1004784688995215
Clinical infectious Diseases,2023,1537-6591,0,,Immunology,Immunology; Infectious Diseases; Microbiology,CLIN INFECT DIS,37,150,172,172,22,135,15,583,0.2151162790697674,0.872093023255814,0.2950257289879931,0.127906976744186,0.7848837209302325,0.0872093023255814
Clinical infectious Diseases,2024,1537-6591,0,,Immunology,Immunology; Infectious Diseases; Microbiology,CLIN INFECT DIS,24,56,76,76,20,52,4,321,0.3157894736842105,0.7368421052631579,0.2367601246105919,0.2631578947368421,0.6842105263157895,0.0526315789473684
Clinical infectious Diseases,2025,1537-6591,0,,Immunology,Immunology; Infectious Diseases; Microbiology,CLIN INFECT DIS,37,84,111,111,27,74,10,472,0.3333333333333333,0.7567567567567568,0.2351694915254237,0.2432432432432432,0.6666666666666666,0.09009009009009
Comparative Biochemistry and Physiology A-Molecular & integrative Physiology,2010,1531-4332,0,,Physiology,Biochemistry & Molecular Biology; Physiology; Zoology,COMP BIOCHEM PHYS A,111,10,114,114,104,3,7,167,0.9736842105263158,0.087719298245614,0.6826347305389222,0.912280701754386,0.0263157894736842,0.0614035087719298
Comparative Biochemistry and Physiology A-Molecular & integrative Physiology,2011,1531-4332,0,,Physiology,Biochemistry & Molecular Biology; Physiology; Zoology,COMP BIOCHEM PHYS A,116,17,124,124,107,8,9,172,0.935483870967742,0.1370967741935483,0.7209302325581395,0.8629032258064516,0.064516129032258,0.0725806451612903
Comparative Biochemistry and Physiology A-Molecular & integrative Physiology,2012,1531-4332,0,,Physiology,Biochemistry & Molecular Biology; Physiology; Zoology,COMP BIOCHEM PHYS A,104,22,115,115,93,11,11,159,0.9043478260869564,0.1913043478260869,0.7232704402515723,0.808695652173913,0.0956521739130434,0.0956521739130434
Comparative Biochemistry and Physiology A-Molecular & integrative Physiology,2013,1531-4332,0,,Physiology,Biochemistry & Molecular Biology; Physiology; Zoology,COMP BIOCHEM PHYS A,141,22,150,150,128,9,13,203,0.94,0.1466666666666666,0.7389162561576355,0.8533333333333334,0.06,0.0866666666666666
Comparative Biochemistry and Physiology A-Molecular & integrative Physiology,2014,1531-4332,0,,Physiology,Biochemistry & Molecular Biology; Physiology; Zoology,COMP BIOCHEM PHYS A,88,18,94,94,76,6,12,119,0.9361702127659576,0.1914893617021276,0.7899159663865546,0.8085106382978723,0.0638297872340425,0.1276595744680851
Comparative Biochemistry and Physiology A-Molecular & integrative Physiology,2015,1531-4332,0,,Physiology,Biochemistry & Molecular Biology; Physiology; Zoology,COMP BIOCHEM PHYS A,143,24,156,156,132,13,11,195,0.9166666666666666,0.1538461538461538,0.8,0.8461538461538461,0.0833333333333333,0.0705128205128205
Comparative Biochemistry and Physiology A-Molecular & integrative Physiology,2016,1531-4332,0,,Physiology,Biochemistry & Molecular Biology; Physiology; Zoology,COMP BIOCHEM PHYS A,93,12,98,98,86,5,7,132,0.9489795918367347,0.1224489795918367,0.7424242424242424,0.8775510204081632,0.0510204081632653,0.0714285714285714
Comparative Biochemistry and Physiology A-Molecular & integrative Physiology,2017,1531-4332,0,,Physiology,Biochemistry & Molecular Biology; Physiology; Zoology,COMP BIOCHEM PHYS A,113,24,127,127,103,14,10,166,0.889763779527559,0.1889763779527559,0.7650602409638554,0.8110236220472441,0.1102362204724409,0.0787401574803149
Comparative Biochemistry and Physiology A-Molecular & integrative Physiology,2018,1531-4332,0,,Physiology,Biochemistry & Molecular Biology; Physiology; Zoology,COMP BIOCHEM PHYS A,74,19,81,81,62,7,12,92,0.9135802469135802,0.2345679012345679,0.8804347826086957,0.7654320987654321,0.0864197530864197,0.1481481481481481
Comparative Biochemistry and Physiology A-Molecular & integrative Physiology,2019,1531-4332,0,,Physiology,Biochemistry & Molecular Biology; Physiology; Zoology,COMP BIOCHEM PHYS A,120,31,136,136,105,16,15,167,0.8823529411764706,0.2279411764705882,0.8143712574850299,0.7720588235294118,0.1176470588235294,0.1102941176470588
Comparative Biochemistry and Physiology A-Molecular & integrative Physiology,2020,1531-4332,0,,Physiology,Biochemistry & Molecular Biology; Physiology; Zoology,COMP BIOCHEM PHYS A,71,46,102,102,56,31,15,127,0.696078431372549,0.4509803921568627,0.8031496062992126,0.5490196078431373,0.3039215686274509,0.1470588235294117
Comparative Biochemistry and Physiology A-Molecular & integrative Physiology,2021,1531-4332,0,,Physiology,Biochemistry & Molecular Biology; Physiology; Zoology,COMP BIOCHEM PHYS A,72,48,108,108,60,36,12,130,0.6666666666666666,0.4444444444444444,0.8307692307692308,0.5555555555555556,0.3333333333333333,0.1111111111111111
Comparative Biochemistry and Physiology A-Molecular & integrative Physiology,2022,1531-4332,0,,Physiology,Biochemistry & Molecular Biology; Physiology; Zoology,COMP BIOCHEM PHYS A,78,40,107,107,67,29,11,132,0.7289719626168224,0.3738317757009345,0.8106060606060606,0.6261682242990654,0.2710280373831775,0.102803738317757
Comparative Biochemistry and Physiology A-Molecular & integrative Physiology,2023,1531-4332,0,,Physiology,Biochemistry & Molecular Biology; Physiology; Zoology,COMP BIOCHEM PHYS A,50,30,71,71,41,21,9,94,0.704225352112676,0.4225352112676056,0.7553191489361702,0.5774647887323944,0.2957746478873239,0.1267605633802817
Comparative Biochemistry and Physiology A-Molecular & integrative Physiology,2024,1531-4332,0,,Physiology,Biochemistry & Molecular Biology; Physiology; Zoology,COMP BIOCHEM PHYS A,65,49,102,102,53,37,12,126,0.6372549019607843,0.4803921568627451,0.8095238095238095,0.5196078431372549,0.3627450980392157,0.1176470588235294
Comparative Biochemistry and Physiology A-Molecular & integrative Physiology,2025,1531-4332,0,,Physiology,Biochemistry & Molecular Biology; Physiology; Zoology,COMP BIOCHEM PHYS A,60,81,117,117,36,57,24,137,0.5128205128205128,0.6923076923076923,0.8540145985401459,0.3076923076923077,0.4871794871794871,0.2051282051282051
Conservation Physiology,2013,2051-1434,0,,Physiology,Biodiversity Conservation; Ecology; Environmental Sciences; Physiology,CONSERV PHYSIOL,11,5,15,15,10,4,1,30,0.7333333333333333,0.3333333333333333,0.5,0.6666666666666666,0.2666666666666666,0.0666666666666666
Conservation Physiology,2014,2051-1434,0,,Physiology,Biodiversity Conservation; Ecology; Environmental Sciences; Physiology,CONSERV PHYSIOL,18,17,34,34,17,16,1,61,0.5294117647058824,0.5,0.5573770491803278,0.5,0.4705882352941176,0.0294117647058823
Conservation Physiology,2015,2051-1434,0,,Physiology,Biodiversity Conservation; Ecology; Environmental Sciences; Physiology,CONSERV PHYSIOL,18,17,31,31,14,13,4,62,0.5806451612903226,0.5483870967741935,0.5,0.4516129032258064,0.4193548387096774,0.1290322580645161
Conservation Physiology,2016,2051-1434,0,,Physiology,Biodiversity Conservation; Ecology; Environmental Sciences; Physiology,CONSERV PHYSIOL,29,24,47,47,23,18,6,79,0.6170212765957447,0.5106382978723404,0.5949367088607594,0.4893617021276595,0.3829787234042553,0.1276595744680851
